poem_style,poem_text,poem_title,poet_cat,poet_name,poem_generate_text,score
فصحى, الا في سبيل اله ذاك الدم الغالي ولمجد ما ابقي من المثل العالي وبعض المنايا همة من وراءها حياة لاقوام ودنيا لاجيال اعيني جودا بالدموع علي دم كريم المصفي من شباب,ألا في سبيلِ الله ذاكَ الدمُ الغالي ,مصر,أحمد شوقي, الا في سبيل اله ذاك الدم الغالي ولمجد ما ابقي من المثل العالي وبعض المنايا همة من وراءها حياة لاقوام ودنيا لاجيال اعيني جودا بالدموع علي دم كريم المصفي من شباب و,0.968
فصحى, صحن صحناء واسع الاطراف وهو صحن لذي التقي والعفاف حضرة لذي تولي عليها وهي ابهي منازل الاشراف من دعانا لها يجل مقاما فاضل الذات كامل الاوصاف مشرفات جهاتها بسناها خالص الود,صحن صحناء واسع الأطراف ,سوريا,عبد الغني النابلسي, صحن صحناء واسع الاطراف وهو صحن لذي التقي والعفاف حضرة لذي تولي عليها وهي ابهي منازل الاشراف من دعانا لها يجل مقاما فاضل الذات كامل الاوصاف مشرفات جهاتها بسناها خالص الود صف,0.968
فصحى, امسيت من يوم النوي فزعا ويلي علي يوم النوي ويلي واتي الصباح بكل داهية فخرجت من ليل الي ليل,أمسيتُ من يومِ النوى فَزِعا ,مصر,مصطفى صادق الرافعي, امسيت من يوم النوي فزعا ويلي علي يوم النوي ويلي واتي الصباح بكل داهية فخرجت من ليل الي ليل وقضي النهار بامر الهوي ان لا تري,0.725
فصحى, تراءت لنا بالابرقين بروق شروق لافق غاب عنه شروق كان نجوم اليل در وبينها تلالء ايماض الوميض بروق وما خلت الا الورس في الافق انه متي لم يكنه الورس فهو خلوق,تراءَتْ لنا بالأبرَقَيْنِ بُروقُ ,العصر العباسي,الشريف المرتضى, تراءت لنا بالابرقين بروق شروق لافق غاب عنه شروق كان نجوم اليل در وبينها تلالء ايماض الوميض بروق وما خلت الا الورس في الافق انه متي لم يكنه الورس فهو خلوق ح,0.968
فصحى, فدي لبني ذهل بن شيبان ناقتي وراكبها يوم القاء وقلت هم ضربوا بالحنو حنو قراقر مقدمة الهامرز حتي تولت فله عينا من راي من عصابة اشد علي ايدي السفاة من التي,فِدًى لَبنى ذُهلِ بنِ شَيبانَ ناقَتي ,العصر الجاهلي,الأعشى, فدي لبني ذهل بن شيبان ناقتي وراكبها يوم القاء وقلت هم ضربوا بالحنو حنو قراقر مقدمة الهامرز حتي تولت فله عينا من راي من عصابة اشد علي ايدي السفاة من التيجان,0.967
فصحى, دعاني الي اسماء عن غير موعد صروف منايا كان وقفا حمامها فلما کلتقينا شف برد محق عن الشمس جلي يوم دجن غمامها وقلن لها والعين حولك جمة ومثلك باد مستثار مقامها,دعاني إلى أسماءَ عن غيرِ موعدٍ ,العصر الإسلامي,عمر ابن أبي ربيعة, دعاني الي اسماء عن غير موعد صروف منايا كان وقفا حمامها فلما کلتقينا شف برد محق عن الشمس جلي يوم دجن غمامها وقلن لها والعين حولك جمة ومثلك باد مستثار مقامها فلم,0.968
فصحى, انظر ابا قران ما تعيب ماس الذري قومها لبيب تصغي لها الاسماع والقلوب مثل السهام كلها مصيب لطيمة نم عليها الطيب تودعها الاردان والجيوب ويغنم الهلباجة المعيب يتعب ذو البراعة الاديب,انظر ابا قرّان ما تعيب ,العصر العباسي,الشريف الرضي, انظر ابا قران ما تعيب ماس الذري قومها لبيب تصغي لها الاسماع والقلوب مثل السهام كلها مصيب لطيمة نم عليها الطيب تودعها الاردان والجيوب ويغنم الهلباجة المعيب يتعب ذو البراعة الاديب ويع,0.968
فصحى, يا نفس صبرا لعل الخير عقباك خانتك من بعد طول الامن دنياك لكن هو الدهر لقياه علي حذر فرب حارس نفسي تحت اشراك,يا نَفسِ صَبراً لعَلّ الخَيرَ عُقباكِ، ,العصر العباسي,ابن المعتز, يا نفس صبرا لعل الخير عقباك خانتك من بعد طول الامن دنياك لكن هو الدهر لقياه علي حذر فرب حارس نفسي تحت اشراكه خزيان و كل,0.843
فصحى, يا ابن روحي فدتك روحي من الاس واء اني بك الغداة عميد قد اتانا المقور لا زلت كالم قور في خله وفي الخل دود عملته العجوز حتي اذا ما جاد جادت,يا اِبنَ روحي فَدَتكَ روحي مِنَ الأَس ,العصر العباسي,جحظة البرمكي, يا ابن روحي فدتك روحي من الاس واء اني بك الغداة عميد قد اتانا المقور لا زلت كالم قور في خله وفي الخل دود عملته العجوز حتي اذا ما جاد جادت يداه,0.968
فصحى, ضام وكوثرة النسيب ايبل ظمانا لهيب ,نسيب ,العراق,يحيى السماوي, ضام وكوثرة النسيب ايبل ظمانا لهيب مقل الحيا في الخد منه اذا ما شءت ان يذوي علي القلب,0.308
فصحى,وجهم يغزو عصافيري واصنامي الصغيره وجهم يفقا عينيه علي وجهي واقداري وحبي ويغطي عن عيوني وجه ربي وجهم وجهي الذي مات به شمس الظهيره اتخموني اتخموا مستقبلي بسراب الامل جوعوني جوعوا حزني,قصور الجريمة ,سوريا,كمال خير بك,وجهم يغزو عصافيري واصنامي الصغيره وجهم يفقا عينيه علي وجهي واقداري وحبي ويغطي عن عيوني وجه ربي وجهم وجهي الذي مات به شمس الظهيره اتخموني اتخموا مستقبلي بسراب الامل جوعوني جوعوا حزني و,0.968
فصحى, بقدكما ان شءتما فتطاعنا بكل رديني القوام مثقف وان شءتما بالنبل ان تناضلا فدونكما بالرشق من كل اوطف ولا تثقلا خصريكما بمهند في كل جفن منكما حد مرهف,بقدكما إنْ شئتما فتطاعنا ,العصر العباسي,ابن عنين, بقدكما ان شءتما فتطاعنا بكل رديني القوام مثقف وان شءتما بالنبل ان تناضلا فدونكما بالرشق من كل اوطف ولا تثقلا خصريكما بمهند في كل جفن منكما حد مرهف وما,0.965
فصحى, قالوا لنابليون ذات عشية اذ كان يرقب في السماء النجما هل بعد فتح الارض من امنية فاجاب انظر كيف افتح السما,قالوا  لنابليون  ذات عشية ,لبنان,جبران خليل جبران, قالوا لنابليون ذات عشية اذ كان يرقب في السماء النجما هل بعد فتح الارض من امنية فاجاب انظر كيف افتح السما عجبا لها وهي التي لم تزل,0.773
فصحى, تولي الموصلي فقد تولت بشاشات المزاهر والقيان واي ملاحة بقيت فتبقي حياة الموصلي علي الزمان ستبكيه المزاهر والملاهي ويسعدهن عاتقة الدنان وتبكيه الغوية اذ تولي ولا تبكيه تالية القران,تَولَّى المَوْصِلِيّ فقد تَوَلَّتْ ,العراق,أبو الأسد, تولي الموصلي فقد تولت بشاشات المزاهر والقيان واي ملاحة بقيت فتبقي حياة الموصلي علي الزمان ستبكيه المزاهر والملاهي ويسعدهن عاتقة الدنان وتبكيه الغوية اذ تولي ولا تبكيه تالية القران ويب,0.966
فصحى, الشعر اصعب مذهبا ومصاعدا من ان يكون مطيعه في فكه والنظم بحر والخواطر معبر فانظر الي بحر القريض وفلكه فمتي تراني في القريض مقصرا عرضت اذن الامتحان لعركه,الشعر أصعَبُ مذهباً ومصاعِداً ,العصر العباسي,بديع الزمان الهمذاني, الشعر اصعب مذهبا ومصاعدا من ان يكون مطيعه في فكه والنظم بحر والخواطر معبر فانظر الي بحر القريض وفلكه فمتي تراني في القريض مقصرا عرضت اذن الامتحان لعركه فاع,0.965
فصحى,بويب بويب اجراس برج ضاع في قرارة البحر الماء في الجرار و الغروب في الشجر و تنضح الجرار اجراسا من المطر بلورها يذوب في انين بويب يا بويب فيدلهم في دمي حنين,النهر و الموت ,العراق,بدر شاكر السياب,بويب بويب اجراس برج ضاع في قرارة البحر الماء في الجرار و الغروب في الشجر و تنضح الجرار اجراسا من المطر بلورها يذوب في انين بويب يا بويب فيدلهم في دمي حنين ,0.968
